乘隙,顺便
短吃少穿,饥寒交迫
称誉,赞誉
卑微,卑贱
诘曲聱牙,诘诎聱牙
适合,适宜
登峰造极,跻峰造极
汗颜,羞愧
呵斥,呵责
片言一字,片言只字
如出一口,异口同声
杀鸡取卵,涸泽而渔
支援,救援
企求,希求
胸宇,胸怀
自暴自弃,自轻自贱
差遣,驱策
斡旋,调解
姿势,神态
商量,磋议
血本,资金
善始善终,有头有尾
怒不可遏,悲不自胜
各处,到处
乐此不疲,乐而忘返
严肃,严厉
处罚,科罚
平滑,滑腻
淳厚,扑实
无声无息,无声无臭
常规,旧例
做事,劳动
寺院,庙宇
略见一斑,管中窥豹
鸡毛蒜皮,鸡零狗碎
漂泊,流离
私下,私自
简洁,简略
失掉,损失
迟缓,鲁钝
开业,营业
凝集,凝结
瓮中捉鳖,瓮中之鳖
儿童,童子
笃定,肯定
入选,膺选
陋屋,蓬荜
改动,更改
企图,筹算
部门,部分
交情,情谊
高傲,自高
饥不择食,狼吞虎餐
坏处,欠缺
样品,样本
坐井观天,瓮天之见
目瞪口张,目瞪口呆
厌倦,讨厌
推动,激动
观赏,阅读
风流,风骚
查究,探索
国土,领土
长寿,龟龄
百岁之好,百年之好
壮实,结实
乐不思蜀,乐而忘返
双管齐下,齐头并进
急中生智,情急智生
消灭,扑灭
昙花一现,过眼云烟
阻碍,窒息
人微言贱,人微言轻
听之任之,听天由命
举足轻重,至关重要
宴客,请客
稀疏,稀零
互助,合作
可怕,恐慌
雄伟,宽广
贬职,贬谪
帷箔不修,帷薄不修
微小,微弱
困兽犹斗,禽困覆车
武昌剩竹,竹头木屑
少顷,顷刻
修订,订正
神情,神态
记叙,记述
凶暴,暴戾
如饥似渴,孜孜不倦
写意,舒畅
王侯,贵爵
冷酷,暴虐
恐惧,胆怯
年数,年岁
大恩大德,知遇之恩
深远,远大
忖度,猜想
洒脱,俊逸
劳心焦思,苦思苦想
安如磐石,覆盂之安
精干,精悍
增加,扩充
精美,细密
瞻仰,仰慕
禁止,压制
名流,闻人
瘠薄,贫瘠
彻底,绝对
像貌,容貌
龇牙裂嘴,龇牙咧嘴
仅仅,只是
信件,尺简
惊怕,畏惧
奢望,奢求
蛮横,霸道
平旦,黎明
真的,果然
灵巧,精制
日志,日记
贫弱,贫穷
书牍,书翰
以卵击石,焦熬投石
日常,普通
主食,凝睇
动乱,骚乱
说长道短,说黄道黑
半筹不纳,半筹莫展
束厄,牵制
一定,肯定
尽然,居然
骄傲,高慢
胜过,逾越
年老,老大
款式,花样
不日,克日
造成,形成
报复,挫折
傲骨嶙嶙,铮铮铁汉
拿糖作醋,装腔作势
之前,曾经
串话,串音
策画,谋略
挑选,采选
任职,供职
叱责,谴责
停息,搁浅
折本,蚀本
突然,陡然
五内如焚,肝肠寸断
积少成多,聚沙成塔
换取,交流
得失成败,成败得失
割据,肢解
主要,关键
气冲霄汉,气逾霄汉
老板,雇主
医治,调养
趋奉,逢迎
松驰,苟且
拽巷啰街,拽巷攞街
忽视,纰漏
藏垢纳污,藏污纳垢
唠唠叨叨,贫嘴薄舌
忏悔,追悔
吵闹,鼓噪
反驳,批评
头目,首领
冷气,寒气
形势,局面
专一,埋头
兴旺,昌隆
望秋先零,未老先衰
见利忘义,财迷心窍
切磋,咨议
其应如响,其应若响
一气呵成,零打碎敲
光荣,荣幸
大度,美丽
人老珠黄,徐娘半老
赞助,帮助
空白,空缺
借款,告贷
事态,时势
接近,迫近
娶妻,结婚
请安,问安
料理,管制
有条不紊,鱼贯而入
断定,认定
油嘴滑舌,插科打诨
来源,源泉
望眼欲穿,望穿秋水
井底之蛙,井底蛤蟆
摧坚陷阵,摧锋陷阵
秩序,规律
沉鱼落雁,花容月貌
平步青云,青云直上
傲岸,高慢
放肆,猖獗
旭日,朝晖
汇聚,汇集
检测,测验
地皮,地盘
身材,身段
地方,地点
起因,缘故
娇傲,自满
停留,停顿
和平,平和
俯看,俯视
垂老,老迈
思量,惦记
企求,吁请
庄重,郑重
衰微,萧条
制订,拟订
弟妇,弟媳
甘甜,甜密
吉光片羽,奇珍异宝
和颜悦色,正颜厉色
牵累,拖累
付之东流,前功尽弃
经心,细心
怀恋,眷念
保卫,卫戍
寒冷,酷寒
教师,老师
滴水穿石,铁杵磨针
才干,能干
粗犷,粗莽
卖国求荣,以身许国
血流成河,尸山血海
卖儿鬻女,卖男鬻女
天职,本分
核心,重点
庆祝,庆贺
事不宜迟,趁热打铁
磷火,鬼火
感受,感触
俯拾即是,比比皆是
即刻,随机
巡回,巡行
罪行,罪责
自傲,自信
应时,当令
温存,温文
学塾,学宫
反驳,批驳
表明,证据
成立,诞生
侮慢,怠慢
延长,耽误
故人,旧交
感染,陶染
半晌,移时
明知故犯,知法犯法
两全其美,两相情愿
喧嚷,嘈吵
浮光掠影,走马观花
争辩,宣闹
付与,给与
出息,前程
抬举,提拔
亏折,亏空
建树,确立
怵目惊心,胆战心惊
寒战,战抖
垃圾,渣滓
怪异,神秘
成绩,结果
废弛,败坏
叮咛,叮属
雕镂,雕琢
检验,考验
夸奖,称赞
逢场作乐,逢场作趣
扬威曜武,扬威耀武
握发吐哺,宵衣旰食
逃亡,隐迹
审几度势,审时度势
浮言,谰言
作茧自缚,故步自封
上床,就寝
美好,美丽
宠爱,热爱
肥皂,胰子
三俗,媚俗
出格,特别
龙攀凤附,趋炎附势
不厌其烦,诲人不惓
刁悍,强横
惋惜,痛惜
亲密,亲昵
告知,见知
粗拙,粗造
首善之区,首善之地
高峻,魁岸
书僮,书童
咬定牙关,咬定牙根
个人,个体
体会,体味
咬牙切齿,疾首蹙额
独有,私有
啰嗦,烦琐
惊讶,惊奇
一块,一路
填塞,满盈
肃清,扑灭
批示,指点
沉溺,耽溺
章程,规定
卷烟,纸烟
誊写,钞缮
安然,安宁
开销,支出
轻佻,轻薄
志同道合,惺惺相惜
注脚,解释
腐臭,衰弱
飞快,赶紧
排击,排挤
嘲谑,玩弄
灵活,能干
暴躁,浮躁
革新,鼎新
掂斤估两,掂斤播两
谎话,鬼话
唇齿相依,巢毁卵破
苦求,请求
助人为乐,救苦救难
聊以自慰,聊以解嘲
兴废,荣枯
半间不界,半间半界
指手划脚,呼幺喝六
狗尾续貂,狗续侯冠
概括,综合
隐藏,障翳
带领,携带
一直,一贯
细小,藐小
奴仆,仆众
三反四覆,翻云覆雨
自立,自主
甘心,甘愿
天理难容,天诛地灭
期望,期许
四季,四序
包含,包括
伟人,贤人
概括,详尽
圆滑,柔滑
拿手,擅长
受罚,受罪
劳苦,劳顿
客店,酒店
摄取,汲取
开销,支拨
回复,回话
灯红酒绿,穷奢极欲
清白,皎洁
概略,粗略
厌弃,断念
呆板,呆滞
体力,膂力
从速,急速
杳如黄鹤,泥牛入海
磨砺,磨练
交涉,谈判
怨恨,报怨
消亡,磨灭
奸刁,狡猾
住宿,歇宿
阶级,阶级
今朝,如今
爽直,爽脆
规划,计划
容许,承若
畏怯,惧怕
纠结,纷争
天长地久,长此以往
成分,身分
木讷,迟钝
下场,收场
手段,技巧
幸好,辛亏
前所未有,前所未闻
势力,权力
鼠目寸光,轻举妄动
奇妙,美妙
淡雅,高雅
转嫁,转移
同伙,同盟
有说有笑,说说笑笑
赞成,扶助
照映,辉映
负气,赌气
另日,未来
健壮,硬朗
云端,云霄
食不充口,食不糊口
不容置疑,毫无疑义
有名,闻明
古为今用,洋为中用
一拍即合,亦步亦趋
化妆,粉饰
无拘无碍,无拘无缚
穷则思变,穷极思变
刨根问底,刨根究底
事变,事情
探究,琢磨
操心,费神
此刻,如今
异常,畸形
痛苦,苦楚
志向,抱负
灵便,矫捷
国本,国脉
从容,安详
害怕,胆寒
变装,扮装
揣时度力,审时度势
堤防,预防
厚实,结实
纷乱,混乱
雨打风吹,风吹雨打
保举,推荐
识文断字,识文谈字
排斥,摈弃
凋残,雕残
枉驾,移玉
赏识,鉴赏
发达,昌盛
一潭死水,故步自封
围拢,聚拢
喧嚣,鼎沸
把柄,弱点
雄壮,壮丽
食不甘味,食不遑味
蜚语,谣言
人情,情面
短暂,瞬间
奇丽,幽美
看成,算作
松散,涣散
再作冯妇,重作冯妇
侮辱,欺负
凑集,集结
淮南鸡犬,鸡犬升天
憔悴,干瘪
心如坚石,铁石心肠
环绕,缠绕
晤面,相会
刻意,故意
教授,讲授
停笔,搁笔
凑集,集合
戕害,杀害
扣问,询问
役使,派遣
函牍,尺牍
内在,内涵
剔透,彻亮
四海为家,浪迹天涯
口不二价,说一不二
粗疏,粗糙
挥汗如雨,挥汗成雨
法例,规则
孜孜不怠,孜孜无倦
联合,联接
弊衣疏食,弊衣箪食
不冷不热,不温不火
解放,解脱
以前,昔时
哆嗦,颤动
畅通,通顺
岁暮,年终
一叶障目,管中窥豹
通时达务,通权达变
辨别,鉴别
恐惧,忌惮
凌驾,高出
不落窠臼,别具匠心
党同伐异,诛锄异己
来源,起原
不厌其详,纤悉不遗
荫蔽,潜匿
邯郸学步,亦步亦趋
应当,应该
凑巧,适值
决定,顶多
直捣黄龙,长驱直入
估量,预计
揣摸,猜度
一言半语,一言半辞
卧薪尝胆,坐薪悬胆
纡朱拖紫,纡朱曳紫
名望,威望
原封不动,纹丝不动
贤良,贤达
首丘之情,首丘夙愿
知错必改,闻过则喜
鸣锣开道,摇旗呐喊
到场,出席
相合,迎合
天性,性情
蛮横,残暴
发问,提问
大举,大力
一决雌雄,背水一战
妨碍,阻止
准许,允许
手不释卷,孜孜不倦
靡然乡风,靡然向风
全盘,一共
接办,接手
仇视,敌对
悬想,揣想
旺盛,抖擞
学问,知识
灵活,灵动
登时,顿时
邻近,附近
举目无亲,人地生疏
顺水推船,顺水行舟
单薄,微博
不可,不成
天塌地陷,天摧地塌
害臊,羞涩
归根结蒂,归根到底
众醉独醒,愤世嫉俗
暗送秋波,暗渡陈仓
眺望,远眺
誉满寰中,誉满天下
称号,称谓
陡峭,险要
万劫不复,山穷水尽
不够,不足
寻视,巡视
心酸,苦涩
蜻蜓点水,走马看花
劫夺,打劫
念念不忘,朝思暮想
问牛知马,闻一知十
生僻,生疏
焦灼,焦炙
挥霍,浪掷
夜晚,暮夜
轰动,震动
一表人才,飒爽英姿
妙笔生花,笔下生辉
凄哀,凄惨
拖泥带水,模棱两可
回嘴,驳倒
雕虫小技,雕虫末伎
出错,失足
人微权轻,人微言轻
恩威并用,软硬兼施
朴拙,针织
兴办,创立
小试牛刀,牛刀小试
说话,谈话
啮雪吞毡,啮雪餐毡
知人善任,选贤举能
十风五雨,风调雨顺
孤陋寡闻,寡见少闻
明婚正娶,明媒正娶
显现,闪现
佳景,胜景
危如累卵,间不容发
偏僻,寂静
凶悍,凶残
改弦易辙,改是成非
名额,限额
底蕴,积淀
根底,根柢
民康物阜,民熙物阜
熬炼,磨炼
笑容,笑脸
厌烦,讨厌
凛若冰霜,凛若秋霜
张牙舞爪,金刚努目
无知,迂曲
作法自毙,自取灭亡
静谧,清静
呆笨,鲁钝
出色,特出
搜括,聚敛
光泽,光芒
众寡悬殊,寡不敌众
废止,废除
风仪,风采
先哲,前贤
唇齿相依,共为唇齿
尖刻,尖酸
刑罚,科罚
取缔,废除
迷恋,耽溺
技高一筹,棋高一着
投其所好,阿其所好
付出,支付
搜求,收罗
冒昧,造次
失之东隅,塞翁失马
劳累,疲顿
兵法,战术
痛不欲生,肝肠寸断
原谅,见原
受益匪浅,获益匪浅
藐视,轻茂
掀天揭地,翻天覆地
林林总总,许许多多
发动,启发
挟持,要挟
笼络,羁縻
道尽途穷,山穷水尽
纠合,齐集
凋零,腐朽
精华,精深
打斗,斗殴
南来北往,来来往往
活眼活现,活龙活现
反常,颠倒
毫厘,豪厘
屏弃,汉典
宏愿,洪志
傍若无人,目无余子
天旋地转,头晕目眩
功效,服从
防碍,波折
影象,记忆
慌乱,慌忙
深重,沉重
京都,宇下
炳如观火,一目了然
体现,再现
年数,年纪
区划,区画
松驰,懈弛
诪张为幻,诪张变眩
功夫,期间
惨不忍闻,惨绝人寰
抟空捕影,捕风捉影
粗壮,臃肿
坚强,鉴定
敬而远之,若即若离
罪恶,邪恶
列土分茅,裂土分茅
偃兵修文,偃武兴文
失败,退步
斩钉切铁,斩钢截铁
腐烂,腐朽
效尤,效法
前提,条件
步步登高,青云直上
是是非非,谁是谁非
大刀阔斧,大刀阔斧
优伤,忧愁
名不符实,徒有虚名
一息尚存,一线生机
折柳,离别
有心,有意
刻骨铭心,铭肌镂骨
旁观,观望
受难,遭难
冗词赘句,长篇累牍
凶横,雕悍
注释,说明
更加,特别
吉祥,祥瑞
传授,讲授
行同狗彘,行若狗彘
敷衍了事,敷衍塞责
台甫,大名
处罚,处理
抢救,援助
乡亲,梓乡
得陇望蜀,贪猥无厌
拆台,捣蛋
堕泪,抽泣
减削,减少
休战,停战
百折不挠,至死不屈
俊杰,豪杰
岂论,不论
悼惜,痛悼
见风使舵,顺水推舟
乐不可支,乐不可言
粗劣,粗糙
暴露,映现
会面,相会
部队,队伍
山栖谷饮,枕流漱石
推崇,崇拜
冒充,虚伪
落井下石,避坑落井
仓卒,仓猝
为所欲为,胡作非为
子母,母子
战火,狼烟
亲切,亲热
布置,铺排
各为其主,邻女詈人
毛骨竦然,毛骨悚然
谎狗,谣言
售卖,贩卖
恼怒,气恼
无聊,枯燥
洗濯,清洗
杀鸡吓猴,杀鸡骇猴
有名,出名
异想天开,浮想联翩
大醉,酣醉
骑虎难下,进退维谷
激劝,鼓励
刷新,改善
高高在上,高不可攀
加膝坠渊,喜怒无常
面折庭争,面折廷争
原则,规矩
一概,全部
设立,创立
阴差阳错,鲁鱼亥豕
干涸,枯槁
前言,绪论
娘舅,舅父
决战,血战
假充,充作
含义,含意
围绕,盘绕
不慎,失慎
周游,漫游
息款,息钱
书信,书函
团圆,团聚
使女,女仆
相近,附进
晦暗,阴暗
失信,爽约
吞吞吐吐,支支吾吾
泼油救火,负薪救火
布置,陈设
丧家之犬,过街老鼠
摄取,接收
情义,情意
修缮,修葺
色厉内荏,虚有其表
砥砺,琢磨
将功补过,将功折罪
拽巷啰街,拽巷逻街
反响,反映
度日,过活
灿烂,鲜丽
沅芷湘兰,沅芷澧兰
火热,炎热
喧华,嘈杂
首脑,首长
兵来将挡,水来土掩
妙笔生花,笔走龙蛇
字据,笔据
周到,精心
拥有,领有
幻想,遐想
举步维艰,寸步难行
游玩,玩耍
具体,全部
下手,着手
堕落,腐化
田野,野外
入神,沉迷
原宥,宽恕
遨游,飞翔
齐齐整整,井井有条
一起,一齐
大失所望,悲从中来
求教,请教
债台高筑,家徒四壁
烦恼,烦躁
快乐,欢跃
唯利是图,爱钱如命
容许,应许
和悦,和蔼
三言两语,片纸只字
策画,盘算
力排众议,无可争辩
家园,闾里
裂痕,裂缝
差遣,使令
竞争,角逐
连续,陆续
娓娓而谈,口如悬河
摇头晃脑,沾沾自喜
信札,尺素
囚首垢面,蓬头垢面
察访,查访
所向无敌,降龙伏虎
手忙脚乱,束手无策
寓目,观察
箪食壶浆,食箪浆壶
静谧,安静
闻风而逃,望风而逃
不期而会,不期而遇
谨慎,隆重
天井,庭院
多如牛毛,数见不鲜
屏障,樊篱
同宗,同族
信誓旦旦,海枯石烂
征服,降服
充分,充沛
恩典,恩泽
心口不一,炫石为玉
协议,订定
云泥之别,霄壤之别
校对,校阅
荆钗布裙,锦衣玉食
延长,夸大
再生,复活
扣押,拘留
捐残去杀,胜残去杀
浸染,教化
零落,衰败
以管窥天,管窥蠡测
储积,补偿
建设,建筑
隐藏,匿伏
花钱,费钱
开除,辞退
偃意,舒心
感动,感谢
无忧无虑,无牵无挂
改动,变换
虎伥,走卒
喜形于色,喜不自胜
摇晃,挥动
悲伤,颓废
细致,详细
简易,简单
惟妙惟肖,维妙维肖
猛然,蓦然
安家落户,安土重迁
张望,巡视
休息,休憩
战地,战场
中断,拒绝
宽阔,辽阔
坚决,执意
敬重,敬爱
老僧,老衲
抵赖,推托
云合雾集,云屯雾集
反射,曲射
惟利是图,惟利是趋
体贴,关心
蓦地,蓦然
志向,意向
丰功懿德,丰功茂德
国民,百姓
愤慨,气氛
一尘不染,一清二白
单刀赴会,孤军深入
假造,编造
表情,心情
壮伟,壮丽
说话,措辞
宁神,定心
花天酒地,穷奢极欲
个性,性子
探究,研商
佩服,敬佩
传授,教学
怀恋,思念
巷子,胡同
本支百世,本枝百世
遵命,遵照
解说,证明
谨慎,拘束
凶狠,残暴
旧手,老手
宣布,揭晓
纳履踵决,纳屦踵决
牢记,铭记
刀笔,词讼
崇敬,看重
上古,太古
借坡下驴,因势利导
狗拿耗子,狗逮老鼠
博闻强识,博闻强志
一再,屡次
饭铺,饭馆
奴婢,仆从
下层,基层
洋洋大观,洋洋洒洒
争吵,争论
憨厚,诚实
火热,火烈
早晨,黎明
岌岌可危,急不可待
洞幽烛微,洞隐烛微
施行,践诺
扒手,窃贼
蕴藏,蕴涵
不合时宜,不合时尚
选拔,采用
争权夺利,攘权夺利
争持,争执
介入,染指
贪图,野心
归马放牛,散马休牛
跛鳖千里,笨鸟先飞
保管,看管
过桥抽板,过河拆桥
留任,蝉联
奖励,奖赏
唯利是图,东食西宿
运蹇时乖,运蹇时低
师法,效法
方兴未艾,日暮途穷
心酸,心伤
拿班作势,装模作样
挨户,挨门
吐花,开花
无动于中,无动于衷
华丽,艳丽
鼠肚鸡肠,鼠腹鸡肠
少私寡欲,清心寡欲
言听事行,言听行从
还淳反朴,还醇返朴
品行,品质
失业,赋闲
赶忙,速即
肥沃,肥饶
秘诀,诀窍
一蹶不振,片甲不留
推陈出新,移风易俗
鱼沉雁渺,鱼沉雁静
喧闹,忙乱
因此,因而
刀山剑树,刀山火海
担搁,耽搁
锦阵花营,锦阵花营
泄漏,败露
树范,示范
地覆天翻,天崩地裂
家常便饭,家常茶饭
神怪,荒诞
侵犯,加害
奉承,趋承
润文,润笔
尸骸,尸骨
妻子,太太
推襟送抱,送抱推襟
尖兵,标兵
四海为家,无家可归
哄骗,愚弄
悬心吊胆,提心吊胆
白鱼入舟,白鱼登舟
直抒己见,开门见山
扩展,推广
交卸,嘱咐
努力,起劲
盈利,赢余
进击,反攻
投递,送达
猴头猴脑,虎头虎脑
拾掇,摒挡
移山倒海,雷霆万钧
脑子,脑筋
强抢,抢夺
天禀,天赋
一目十行,十行俱下
懊丧,衰颓
明显,显著
南辕北辙,抱薪救火
坐观成败,见死不救
货真价实,名副其实
杯中蛇影,杯影蛇弓
长久,永远
输送,运送
忧心忡忡,提心吊胆
自大,骄横
书柜,书橱
让步,腐败
廉洁,清廉
廉价,便宜
书牍,翰札
切脉,评脉
奇怪,异样
抖动,震颤
一发千钧,危于累卵
考核,观察
宾客,来宾
乌轮,日轮
头脑,脑筋
存心,用心
父老,长者
鸡鸣犬吠,鸡鸣狗吠
刻不容缓,火烧眉毛
时机,火候
衰老,虚弱
大吵大闹,轩然大波
牵涉,瓜葛
威严,稳重
说长道短,说长论短
联姻,联婚
布施,赈济
招兵买马,调兵遣将
总角之交,总角之好
细软,金饰
囚徒,罪犯
八仙过海,各显神通
如花似锦,花枝招展
根底,基本
作法自毙,自投罗网
工夫,时间
忽地,徒然
愉快,欣喜
缜密,精密
滴水不漏,颠扑不破
风言风语,飞短流长
灾祸,灾患
依次,次第
突然,刹那
做事,作工
背静,僻静
吃饭,用膳
登峰造极,叹为观止
拥护,陈赞
准确,精确
浮图,浮屠
不知所错,胸中无数
终结,解散
孤独,单独
对症下药,量体裁衣
功效,功用
浓妆,盛饰
怅然,痛惜
徜徉,逗留
济河焚舟,背水一战
战略,战术
刀下留人,刀下留情
咬牙切齿,愁眉苦脸
上当,受骗
半老徐娘,徐娘半老
好处,长处
抛弃,委弃
死亡,灭亡
气血方刚,血气方刚
意想,预见
款式,式子
交壤,交界
发展,起色
惩办,惩罚
惊悸,惶恐
掉队,落伍
河清海宴,河清海晏
转日回天,鲁戈回日
指斥,责备
言从计纳,言从计行
控制,掌管
成规,陋习
富丽,俊美
伤痛,悲痛
瘦骨嶙峋,弱不禁风
别出新裁,别出机杼
占领,吞没
成千上万,不计其数
承办,经办
摈除,斥逐
内幕,秘闻
斑斓,辉煌
剖析,解析
改良,改造
一笑了之,一笑了事
场合,场地
藐视,亵渎
史册,史籍
方位,所在
胆战心慌,胆战心惊
粗壮,粗大
